"Year","Month","Day","Secchi.Depth.m","s.Secchi.Depth.m","People","Notes.Secchi","Source.Secchi","Date","yDay","Source.Color","Secchi.Season","Secchi.Granular.Season"
2014,7,20,0.875,0,"Patrick, Phil",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-07-20,201,"thistle3","post-clearwater","post-clearwater"
2014,7,21,1.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-07-21,202,"skyblue2","post-clearwater","post-clearwater"
2014,7,24,1.25,0,"Andrew, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-07-24,205,"thistle3","post-clearwater","post-clearwater"
2014,7,27,1.5,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-07-27,208,"thistle3","post-clearwater","post-clearwater"
2014,8,1,1.25,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-01,213,"thistle3","post-clearwater","post-clearwater"
2014,8,3,1,NA,"Serina",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-03,215,"thistle3","post-clearwater","post-clearwater"
2014,8,4,1.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-08-04,216,"skyblue2","post-clearwater","post-clearwater"
2014,8,5,1.375,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-05,217,"thistle3","post-clearwater","post-clearwater"
2014,8,6,1.25,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-06,218,"thistle3","post-clearwater","post-clearwater"
2014,8,7,1.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-07,219,"thistle3","post-clearwater","post-clearwater"
2014,8,15,1.5,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-15,227,"thistle3","post-clearwater","post-clearwater"
2014,8,18,1.75,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-18,230,"thistle3","post-clearwater","post-clearwater"
2014,8,19,1.375,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-19,231,"thistle3","post-clearwater","post-clearwater"
2014,8,20,1.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-08-20,232,"skyblue2","post-clearwater","post-clearwater"
2014,8,20,1.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-20,232,"thistle3","post-clearwater","post-clearwater"
2014,8,21,1.375,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-21,233,"thistle3","post-clearwater","post-clearwater"
2014,8,22,1.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-22,234,"thistle3","post-clearwater","post-clearwater"
2014,8,24,1.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-24,236,"thistle3","post-clearwater","post-clearwater"
2014,8,25,1.5,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-25,237,"thistle3","post-clearwater","post-clearwater"
2014,8,26,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-26,238,"thistle3","post-clearwater","post-clearwater"
2014,8,27,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-27,239,"thistle3","post-clearwater","post-clearwater"
2014,8,28,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-28,240,"thistle3","post-clearwater","post-clearwater"
2014,8,29,1.375,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-29,241,"thistle3","post-clearwater","post-clearwater"
2014,8,31,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-08-31,243,"thistle3","post-clearwater","post-clearwater"
2014,9,2,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-09-02,245,"skyblue2","post-clearwater","post-clearwater"
2014,9,3,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-03,246,"thistle3","post-clearwater","post-clearwater"
2014,9,7,2,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-07,250,"thistle3","post-clearwater","post-clearwater"
2014,9,11,2,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-11,254,"thistle3","post-clearwater","post-clearwater"
2014,9,13,1.875,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-13,256,"thistle3","post-clearwater","post-clearwater"
2014,9,17,1.875,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-17,260,"thistle3","post-clearwater","post-clearwater"
2014,9,21,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-21,264,"thistle3","post-clearwater","post-clearwater"
2014,9,24,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-24,267,"thistle3","post-clearwater","post-clearwater"
2014,9,28,2.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-09-28,271,"skyblue2","post-clearwater","post-clearwater"
2014,9,28,2.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-09-28,271,"thistle3","post-clearwater","post-clearwater"
2014,10,1,2.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-10-01,274,"thistle3","post-clearwater","post-clearwater"
2014,10,5,2.125,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-10-05,278,"thistle3","post-clearwater","post-clearwater"
2014,10,11,2.875,NA,"Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-10-11,284,"thistle3","post-clearwater","post-clearwater"
2014,10,16,2.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-10-16,289,"thistle3","post-clearwater","post-clearwater"
2014,10,30,2.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2014-10-30,303,"skyblue2","post-clearwater","post-clearwater"
2014,11,2,2.875,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-11-02,306,"thistle3","post-clearwater","post-clearwater"
2014,11,9,2.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2014-11-09,313,"thistle3","post-clearwater","post-clearwater"
2015,2,11,3.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-02-11,42,"skyblue2","pre-clearwater","pre-clearwater"
2015,4,10,1.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-04-10,100,"skyblue2","pre-clearwater","pre-clearwater"
2015,4,11,1.875,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-04-11,101,"thistle3","pre-clearwater","pre-clearwater"
2015,4,24,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-04-24,114,"skyblue2","pre-clearwater","pre-clearwater"
2015,4,27,1.625,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-04-27,117,"thistle3","pre-clearwater","pre-clearwater"
2015,5,1,1.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-05-01,121,"skyblue2","pre-clearwater","pre-clearwater"
2015,5,2,0.875,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-02,122,"thistle3","pre-clearwater","pre-clearwater"
2015,5,9,0.6375,NA,"Patrick",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-09,129,"thistle3","pre-clearwater","pre-clearwater"
2015,5,13,0.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-05-13,133,"skyblue2","pre-clearwater","pre-clearwater"
2015,5,19,1,0,"Robin, Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-19,139,"thistle3","pre-clearwater","pre-clearwater"
2015,5,24,1.5,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-24,144,"thistle3","pre-clearwater","pre-clearwater"
2015,5,27,3.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-05-27,147,"skyblue2","clearwater","clearwater #1"
2015,5,27,3.53333333333333,0.301385688667085,"Sam, Josh, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-27,147,"thistle3","clearwater","clearwater #1"
2015,5,28,4.875,0,"Josh, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-28,148,"thistle3","clearwater","clearwater #1"
2015,5,31,4.41666666666667,0.144337567297406,"Robin, Sam, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-05-31,151,"thistle3","clearwater","clearwater #1"
2015,6,2,6.61375,0.823917218738226,"Robin, Sam, Josh, Emily",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-02,153,"thistle3","clearwater","clearwater #1"
2015,6,4,4.125,0,"Sam, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-04,155,"thistle3","clearwater","clearwater #1"
2015,6,5,4.20833333333333,0.0721687836487032,"Robin, Josh, Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-05,156,"thistle3","clearwater","clearwater #1"
2015,6,8,3.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-06-08,159,"skyblue2","clearwater","clearwater #1"
2015,6,8,3.125,0.353553390593274,"Josh, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-08,159,"thistle3","clearwater","clearwater #1"
2015,6,10,2,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-10,161,"thistle3","clearwater","mid-clearwater bloom"
2015,6,12,3.25,0.176776695296637,"Robin, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-12,163,"thistle3","clearwater","clearwater #2"
2015,6,16,1.95833333333333,0.0721687836487032,"Josh, Kylie, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-16,167,"thistle3","clearwater","clearwater #2"
2015,6,19,2.25,0.176776695296637,"Kylie, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-19,170,"thistle3","clearwater","clearwater #2"
2015,6,23,1.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-06-23,174,"skyblue2","post-clearwater","post-clearwater"
2015,6,23,1.625,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-23,174,"thistle3","post-clearwater","post-clearwater"
2015,6,25,1.415,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-25,176,"thistle3","post-clearwater","post-clearwater"
2015,6,27,1.235,0.103319891598859,"Sam, Julia, Courtney",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-27,178,"thistle3","post-clearwater","post-clearwater"
2015,6,29,2,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-06-29,180,"thistle3","post-clearwater","post-clearwater"
2015,7,1,1.66666666666667,0.144337567297406,"Sam, Julia, Jason",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-01,182,"thistle3","post-clearwater","post-clearwater"
2015,7,3,1.6875,0.0883883476483184,"Josh, Zachary",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-03,184,"thistle3","post-clearwater","post-clearwater"
2015,7,7,1.3125,0.0883883476483184,"Sam, Kylie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-07,188,"thistle3","post-clearwater","post-clearwater"
2015,7,8,1.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-07-08,189,"skyblue2","post-clearwater","post-clearwater"
2015,7,10,1.125,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-10,191,"thistle3","post-clearwater","post-clearwater"
2015,7,13,1.5,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-13,194,"thistle3","post-clearwater","post-clearwater"
2015,7,15,1.5,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-15,196,"thistle3","post-clearwater","post-clearwater"
2015,7,19,1.415,0,"Sam, Krystal",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-19,200,"thistle3","post-clearwater","post-clearwater"
2015,7,20,1.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-07-20,201,"skyblue2","post-clearwater","post-clearwater"
2015,7,21,1.125,0.144337567297406,"Emily, Kylie, Sam, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-21,202,"thistle3","post-clearwater","post-clearwater"
2015,7,24,1.375,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-24,205,"thistle3","post-clearwater","post-clearwater"
2015,7,26,1.125,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-26,207,"thistle3","post-clearwater","post-clearwater"
2015,7,28,1.5,0.176776695296637,"Josh, Kylie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-28,209,"thistle3","post-clearwater","post-clearwater"
2015,7,30,1.415,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-07-30,211,"thistle3","post-clearwater","post-clearwater"
2015,8,1,1.415,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-01,213,"thistle3","post-clearwater","post-clearwater"
2015,8,3,1.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-08-03,215,"skyblue2","post-clearwater","post-clearwater"
2015,8,3,1.375,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-03,215,"thistle3","post-clearwater","post-clearwater"
2015,8,5,1,0,"Sam, Kylie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-05,217,"thistle3","post-clearwater","post-clearwater"
2015,8,7,1.5,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-07,219,"thistle3","post-clearwater","post-clearwater"
2015,8,9,1.3325,0.0601040764008565,"Sam, Kylie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-09,221,"thistle3","post-clearwater","post-clearwater"
2015,8,11,1.415,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-11,223,"thistle3","post-clearwater","post-clearwater"
2015,8,13,1.5,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-13,225,"thistle3","post-clearwater","post-clearwater"
2015,8,16,1.4775,0.208596500450031,"Sam, Courtney",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-16,228,"thistle3","post-clearwater","post-clearwater"
2015,8,18,1.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-08-18,230,"skyblue2","post-clearwater","post-clearwater"
2015,8,19,1.1875,0.265165042944955,"Josh, Kylie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-19,231,"thistle3","post-clearwater","post-clearwater"
2015,8,22,1.65,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-22,234,"thistle3","post-clearwater","post-clearwater"
2015,8,25,1.375,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-25,237,"thistle3","post-clearwater","post-clearwater"
2015,8,30,1.6375,0.0176776695296636,"Sam, Zach",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-08-30,242,"thistle3","post-clearwater","post-clearwater"
2015,8,31,1.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-08-31,243,"skyblue2","post-clearwater","post-clearwater"
2015,9,1,1.5,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-01,244,"thistle3","post-clearwater","post-clearwater"
2015,9,13,1.625,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-13,256,"thistle3","post-clearwater","post-clearwater"
2015,9,15,1.75,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-15,258,"thistle3","post-clearwater","post-clearwater"
2015,9,19,1.775,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-19,262,"thistle3","post-clearwater","post-clearwater"
2015,9,22,1.875,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-22,265,"thistle3","post-clearwater","post-clearwater"
2015,9,26,1.75,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-09-26,269,"thistle3","post-clearwater","post-clearwater"
2015,10,4,1.75,0,"Sam, Robin",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-10-04,277,"thistle3","post-clearwater","post-clearwater"
2015,10,6,2,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-10-06,279,"thistle3","post-clearwater","post-clearwater"
2015,10,7,1.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-10-07,280,"skyblue2","post-clearwater","post-clearwater"
2015,10,10,2.125,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2015-10-10,283,"thistle3","post-clearwater","post-clearwater"
2015,11,2,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2015-11-02,306,"skyblue2","post-clearwater","post-clearwater"
2016,1,27,4.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-01-27,27,"skyblue2","pre-clearwater","pre-clearwater"
2016,3,28,1.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-03-28,88,"skyblue2","pre-clearwater","pre-clearwater"
2016,4,6,1.625,NA,"Sam","water was very grey in color","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-04-06,97,"thistle3","pre-clearwater","pre-clearwater"
2016,4,12,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-04-12,103,"skyblue2","pre-clearwater","pre-clearwater"
2016,4,13,1.875,NA,"Sam","fairly overcast, chilly, water was greyish green","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-04-13,104,"thistle3","pre-clearwater","pre-clearwater"
2016,4,20,1.5,NA,"Sam","sunny today, water was greenish-brown, cloudy","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-04-20,111,"thistle3","pre-clearwater","pre-clearwater"
2016,4,22,1.375,NA,"Sam","water fairly green, not very clear","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-04-22,113,"thistle3","pre-clearwater","pre-clearwater"
2016,4,25,1.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-04-25,116,"skyblue2","pre-clearwater","pre-clearwater"
2016,4,29,2,NA,"Sam","water very green and murky","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-04-29,120,"thistle3","pre-clearwater","pre-clearwater"
2016,5,6,4.5875,0.125,"Sam, Mckala, Robin, Ben","water was green starting to get clearer","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-06,127,"thistle3","clearwater","clearwater #1"
2016,5,11,5.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-05-11,132,"skyblue2","clearwater","clearwater #1"
2016,5,12,4.665,0.233345237791561,"Sam, Jordan","water greenish, fairly clear","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-12,133,"thistle3","clearwater","clearwater #1"
2016,5,16,4,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-16,137,"thistle3","clearwater","clearwater #1"
2016,5,18,5,NA,"Sam","water pretty cloudy and green","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-18,139,"thistle3","clearwater","clearwater #1"
2016,5,20,4.705,NA,"Sam","water was greenish grey","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-20,141,"thistle3","clearwater","clearwater #1"
2016,5,23,5.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-05-23,144,"skyblue2","clearwater","clearwater #1"
2016,5,23,4.5,NA,"Sam",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-23,144,"thistle3","clearwater","clearwater #1"
2016,5,26,5.625,0.375,"Sam, Mckala, Maddie","water was greenish","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-05-26,147,"thistle3","clearwater","clearwater #1"
2016,6,2,3.77666666666667,0.0880814017448254,"Sam, Josh, Maddie","a lot of green tendrils on the water surface as well as what looked like cottonwood fluff","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-02,154,"thistle3","clearwater","mid-clearwater bloom"
2016,6,7,3.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-06-07,159,"skyblue2","clearwater","mid-clearwater bloom"
2016,6,8,3.55833333333333,0.0629152869605896,"Sam, Maddie, Josh","lots of small green particles at various depths throughout water","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-08,160,"thistle3","clearwater","mid-clearwater bloom"
2016,6,13,4.5,NA,"Josh","water was fairly clear with little floating particles","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-13,165,"thistle3","clearwater","clearwater #2"
2016,6,20,4.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-06-20,172,"skyblue2","clearwater","clearwater #2"
2016,6,21,3.875,NA,"Josh","lots of small green particles at various depths","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-21,173,"thistle3","clearwater","clearwater #2"
2016,6,23,3.125,NA,"Josh","many small green floating particles","MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-23,175,"thistle3","clearwater","clearwater #2"
2016,6,30,2,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-06-30,182,"thistle3","post-clearwater","post-clearwater"
2016,7,5,2.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-07-05,187,"skyblue2","post-clearwater","post-clearwater"
2016,7,6,2.3125,0.0883883476483184,"Josh, Maddie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-06,188,"thistle3","post-clearwater","post-clearwater"
2016,7,8,2.25,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-08,190,"thistle3","post-clearwater","post-clearwater"
2016,7,18,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-07-18,200,"skyblue2","post-clearwater","post-clearwater"
2016,7,20,1.8125,0.265165042944955,"Josh, Maddie",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-20,202,"thistle3","post-clearwater","post-clearwater"
2016,7,22,2.125,NA,"Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-22,204,"thistle3","post-clearwater","post-clearwater"
2016,7,27,1.5625,0.0883883476483184,"Maddie, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-27,209,"thistle3","post-clearwater","post-clearwater"
2016,7,29,1.70833333333333,0.190940653956493,"Maddie, Amelia, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-07-29,211,"thistle3","post-clearwater","post-clearwater"
2016,8,1,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-08-01,214,"skyblue2","post-clearwater","post-clearwater"
2016,8,10,1.6875,0.0883883476483184,"Maddie, Josh",NA,"MEMO: 2013-2019 Rohwer Sampling Team, Robin Rohwer QCed",2016-08-10,223,"thistle3","post-clearwater","post-clearwater"
2016,8,15,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2016-08-15,228,"skyblue2","post-clearwater","post-clearwater"
